original_message,encoded_message,algorithm,error,probability,decoded_message
yxgvpqhzlicmmdtcxexkrjkrsmmmsjjgxyjwzltzpgiokycodphvndnnfzylmmiunuvvgzdrdurogatdyobqvxqjsnc,F01111001011110000110011101110110011100000111000101101000011110100110110000101001011000110110110101101101011001000111010001100011011110000110010101111000011010110111001001101010011010110111001001110011011011010110110101101101011100110110101001101010011001110111100001111001011010100111011101111010011011000111010001101010011100000110011101101001011011110110101101111001011000110110111110100100011100000110100001110110010011100110010001100110011011100110011101111010011110010110110001111101011011010110100101110101011011100111010101110110011101100110011101111010011001000111001001100100011101010111001001101111011001110110000101110100011001000111100101101111011000110111000101110110011010000111000101101010011100110110111001100011779c,Fletcher,True,0.01,yxgvpqhzl)cmmdtcxexkrjkrsmmmsjjgxyjwzltjpgiokyco¤phvNdfngzyl}miunuvvgzdrdurogatdyocqvhqjsnc
xkunzxqnuuwjejwlxqkoomkuoshko,F01111000011010110111010101101110011110100111100001110001011011100111010101110101011101111110101001100101010010100111011101101100011110000111000101101011011011110110111101101101011010110111010101101111011100110110100001101011011011115038,Fletcher,True,0.04,xkunzxqnuuwêeJwlxqkoomkuoshko
cmfybtvexwdezwzodywanxoncxeoiacbsghdrhdexubwprfnvntmiqbcvjjlmif,F011000110110110101100110011010010110001001110100001101100110010101111000011101110110110001100101011110100111011101111010011011110110010001111001011101110110000101101110011110000110111101101010011000110111100001000101011011110110000001100001011000110110001001110011011001110110100001100100011100100110100001100100011001010111100001110101011000100111011101110000011100100110011001101110011101100110111001110100011011010110100101110001011000100110001101110110011010100110101001101100011011010110100101100110c2ed,Fletcher,True,0.013333333333333334,cmfibt6exwlezwzodywanxojcxEo`acbsghdrhdexubwprfnvntmiqbcvjjlmif
mjelbnhulohkmsjeyamztemnzhgsaveycvyhcilujjbmdwzsocyptfmouqpixybeghpumlkgytatvhxxnlnqlylhhttewyscg,H010111011101011101010011001010111011000110001001101110011010000011101010110110001101111111010000110101101101101011100110110101000110010101111001011000010110110101111010011101000110010101101101011011100111101001101000011001110111001101100001011101100110010010111100101100011011101100111100101101000011000110110100111101100011101010110101001101010011000100110110101100100011101110111101001110011011011110110001101111001011100000111010001100110011011010110111101110101011100010111000001101001011110000110100101100001001100101011000110110100001010000011101010110110101101100011010110110011101111001011101000110000101110100011101100110100001111000011110000110111001101100011011100111000101101100011110010110110001101000011010000111010001110100011001010111011101111001011100110110001101100111,Hamming,True,0.04,mjelbnhuloèkmsjeya-ztemnzhgsaveycvyhciìujjbmdwzsocyptfmouqpixibechPumlkgytatvhxxnlnqlylhhttewyscg
zimyrccgemsubmlzttlooeyojsgytczuddgithjhqgpldblwcvsfglbvikvthhyomsequmsejmbytshvgzxhzgh,H0001111110100110010010110110101111100101110010011000110110001100110001101100101011011010111001101110101011000100110110101101100001111010011101000111010001101100011011110110111101100101011110010110110101101010011100110110011101111001011101000110001001111011001110101011001000110010001100111011010010111010001101000011010100110100001110001011001110111000001101100011001000110001001101100011101110110001111110110011100110110011001100111011011000110001001110110011010010110101101110110011101000110100001101000011110001011011110110110101110011011001010111000101110101011011010111001101100101011010100110110101100010011110010111010001110011010010000111011001100111011110100111000001101000011110100110011101101000,Hamming,True,0.01,zimyrcccemsubmlzttlooeymjsgytbzuädgithjhqgpldblwcösfglbvikvthhyomsequmsejmbytsHvgzphzgh
xtfunxwqwscjenjpkcqiynksojzssnwlknfxqchvkbdogsngufdxmiryeqkwspctafsxeeslvvfclckaiwvgnlyuuqth,F01111000011100000110011001110101011011100111100001110111011100010111011101110011011000110110101001100001011011100110101001110000011010110110000101110001011010010111100101101110011010110111001101101111011010100111101001110011011100110110111001110111011011000110101101101110011001100111100001110001011000110110100001110110011010110110001001100100011011110110011101100111011011100110011101110101011001101110010001111000011011000110100101110010011110010110010101110001010010110111011101110011011100000110001101110100011000010110011001110011011110000110010101100101001100110110110001110110011101100110011001100011011011000110001101101011011000010110100101110111011101100110011101101110011011000111100100110101011101010111000101110100011010008f26,Fletcher,True,0.013333333333333334,xpfunxwqwscjanjpkaqiynksojzssnwlknfxqchvkbdoggngufäxliryeqKwspctafsxee3lvvfclckaiwvgnly5uqth
leqvchbfjlciuumynezdnfgxpogsyulbixwxbavijgmgtrxjvfc,F01101100011001010111000001110110011000110110100001100010011001100110101001101100011000110110100101110101011101010110110101111001011011100110010101111010011001000110111001100110011001110111100001110000011011110110011101110011011110010111010101101100011000100110100101110000011101110111100001101010011000010111011001101000011010110110011101100101011001110111010001110010011110000110101001110110011001100110001108a8,Fletcher,True,0.013333333333333334,lepvchbfjlciuumynezdnfgxpogsyulbipwxjavhkgegtrxjvfc
yftzhmvwygfrgcupunhtjvcaezepqzxhojpyzjieft,F001110010110011001110100011110100110100001101101011101100111011101111001011001110110011001110010011001110110001101110101111100001111010101101110011010000111010001101010011101100110001101100001011001010111101101100101011100000111001101111000011110000110100001101111011010100111000011111001011110100110101001101001011001010110011001110100d0f3,Fletcher,True,0.02,9ftzhmvwygfrgcuðõnhtjvcae{epsxxhojpùzjieft
ixszpbboemixpgcitirpcnevkhdhrpftsbaflvbergcjqyylrdlzyjjbuidsxnixwpsestnwnplkzhvwrrzrwfrxvuscwf,H010111011001011011000111100110101110100111000001100010011000100011011110110010101101101011010010111100001110000011001110110001100110100101110100011011010111001001110010011000110110111001100101011101100010101101101000011001000110100001110010011100000110011100111010001110011011000100110010101100110011011000111011001100010011001010111001001100111011000110110101001110001011110010111100101101100011100100110010001101100011110100111100101101010011010100110001001110101011010011100000001110011011110000110111001101010101111000011001110111100001110011011001010111001101110100011010100111011101101110011100000110110001101011011110100110100001110110011101110111001001110010011110100011001001110111011001100111001001111000011101100111010101110011111000110111011101100110,Hamming,True,0.04,ixózpbboemixpgcitmrrcnev+hdhrpftsbeflvbergcjqyylrdlzyjjbuiÀsxnixgxseqtjwnplkzhvwrrz2wfrxvusãwf
flfksvbmzhoyzwhvpvpxhvhivdijvzwpvferlkiupbnhsltfnziexkmcjvimohvdceschfpxsapdrhjwnxvuvengzwjrwup,F0110011001101100011001100110101101110011011101100110001001101101011110100110100101101111011110010111101001110111011010000111011001110000011101100111000001111000011010000111011001101000011010010111011001100100011010010110101001110110011110100111011101110000011101100110011000100101011100100110110001101011011010010111010101110000011000100110111001101000011100110110110001110110011001100110111001111010011010010110010101111000011010100110110101100011011010100111011001101001011011010110111101101000001101100110010001100011011001010111001101100011011010000110011001110000011100000111001101100001011100000110010001110010011010000110101001110111011011100111100000110110011101010111011001100101011011100110011111111010011101110110111001110010011101010111010001110000b1a8,Fletcher,True,0.013333333333333334,flfksvbmzioyzwhvpvpxhvhivdijvzwpvf%rlkiupbnhslvfnziexjmcjvimoh6dceschfppsapdrhjwnx6uvengúwnrutp
apcihrhqxqmvmkhrwfajwcgtrnrmnudsvbprifdmvhasqferddxfqpxmthxpbwzhitylbusdxtrmjtubkifkvnkj,H010011000001011010000011000110101010010110100001110010011010000011100010111100001110001011011010111011001101101011010110110100010111001001110111011001100110000101101010011101110110001101100111011101000111001011101110011100100110110101101110011101010110010100111001101110110011000100111000011110010011010010110011001100100011011010111011001101000011000010111001101110001001001100110010101110010011001000110010001111000011001100111000101110000011110000110110101110100011010000111100001110000011000100111011101111011001101000011010010111010001111001011011000110001001110101011100110110010001111000011101000111001001101101011010100111010001110101011000100110101101101001011001100110101101110110011011100110101101101010,Hamming,True,0.02,apcihrhqxqmvmkhrwfajwcgtrîrmnudsvbpòifdmvhasq&erddxfqpxmthxpbwzhitylbusdxtrmjtubkifkvnkj
wyroqkyvfyqwnoviguipmwcqepojiogryrerhkftcuahmpmip,H11001111011101101100101110010010101111011100010110101101111001001110110011001100111100101110001011101110110111001101110011101101011010010110011101110101011010010111000001101101011101110110001101110001011001010111000001101111011010100110100101101111011001111011100100111100101110010011001010111001001101000011010110110011001110100011000110111010101100001011010001110110101110000011011010110100101110000,Hamming,True,0.04,wyroqkyvfyqwnnviguipmwcqepojiogryrurhkftcuahípmip
jnidqtozalwfqovrtlnqsbnmmruqwejrixgquwqmrm,H000111011010011101110011010010111001000111000101110100011011110111110100110000101101100001101110110011001110001011011110111011010111001001110100011011000110111001110001001100110110001001101110011011010110110101110010011101110011000101110111011001010111101000111001001101001011110000110011101110001011101010111011101110001011011010111001001101101,Hamming,True,0.02,jnidqdozal7fqovrtlnq3bnmmrw1wezrixgquwqmrm
hchwdoevqzsoqattrgsdifjmhcioyafa,H0000110110000110000110110100001011011101100100011011110110010100111011011110001011110100111001101101111011100010110000101110100101110100011100100110011101110011011001000110100101100110011010100110110101101000011000110110100101101111011110010110000101100111001100001,Hamming,True,0.01,hchwdoevqzsoqattrgsdifjmhcioyafa
fjxgucafcxnzdnwroirwwmzwxmrcfogeipcyhbkhkaxdszkmxscsopxgxjmzrjcahfnqcptoueoib,H10001101011001100101001111000011100111011101010110001101100001001100110011000110111100001101110011110100110010001101110011101110011100100110111101101001011100100111011101110111011011010111101001110111011110000110110101110010011000110110011001101111011001101011001010110100101110000011000110111100101101000011000100110101101101000011010110110000101111000011001000111001101111010011010110110110101111000011100110110001101110011011011110111000001111001011001110111100000101010011011010111101001110010011010100110000110110000101101000011001100110111001110001011000110111000001110100011011110111010101100101011011110110100101101010,Hamming,True,0.04,fJxgucafcxnzdnwroirwwmzwxmrcfogeipcyhbkhkaxdszkmxscsopygx*mzrjcahfnqcptoueoik
chzbsgmfdtj,F011000110110100001111010011000100111001101100111011011010110011001100100011101000110101000bd,Fletcher,False,0.02,chzbsgmfdtj
nqstiojsbghcyvddtkvwgoqslawlwhyilraaoaohbnk,F011011100111000101110011011101000110100101101111011011100111001101100010011001110110100001100011011110010111011001100100011001000111010001101011011101100111011101100111011011110111000101110011011011000110000101110111011010001111011101101000011110010110100101101100011100100110000101100001011011110110000101101111011010000110001001101110011010115b7d,Fletcher,True,0.04,nqstionsbghcyvddtkvwgoqslawh÷hyilraaoaohbnk
afskjtrmhitvytlh,H0100110000010110001100111001101010101101101010011101000111001000110110101101000011010010111010001110110011110010111010001101100101101000,Hamming,True,0.04,afskjtrmhitvytlh
hnbuhjhypsgavwyydfjgcoaoouqirnrrkaemiyhkmijbmkgmxymhyibuyfbkfcm,F01101000011011100110001001110101011010000110101001101000011110010111000001110011011001110110000101110110011101110111100101111001011001000110011001101010011001110110001101101111011000010110111101101111011101010111000101101001011100100110111001110010011100100110101001100001011001010110110101001001011110010110100001101011011011010110100101101010011000100110110101101011011001110110110101111000011110010110110101101000011110010110100101100010111101010111100101100110011000100110101101100110011000110110110158f0,Fletcher,True,0.01,hnbuhjhypsgavwyydfjgcoaoouqirnrrjaemIyhkmijbmkgmxymhyibõyfbkfcm
pwldqqbpvveljkdydxwkholvvtbfmqkfuchhtomkfdgbojkihs,F01110000011101110110110001100100011100010111000101100010011100000111011001110110011001010110110001101010011010110110010001111001011001000111100001110111011010110110100001101111011011000111011001110110011100000110001001100110011011010111000101101011011001100111010101100011011010000110100001110100011011110110110101101011011001100110010001100111011000100110111101101010011010110110100101101000011100110a20,Fletcher,True,0.02,pwldqqbpvveljkdydxwkholvvpbfmqkfuchhtomkfdgbojkihs
rmwedatfehmqnpgofttzewa,F0111001001101101011111110110010101100100011000010111010001100110011001010110100001101101011100010110111001110000011001110110111101100110011101000111010001111010011001010111011101100011ec05,Fletcher,True,0.013333333333333334,rmedatfehmqnpgofttzewc
wsvbujxpdqxevyzpyiqyomblomwdfufehxomusrdhzlnljmaacelxlmutvnbbumnbyigvsmrxek,H1001111101110111100010111011001010001001110101011010100111100001111000001100100011100110111100001100101011101100111100101111010001110000011110010110100100110011011110010110111101101101011000100110110001101111011011010111011101100100011001110111010101100110001100101011010000111100001101111011011010111010101110011011100100110010001101000011110100110110001101110011011000110101001101101011000010110000101100011011001010110110001111000011011000110110101110101011101000111011001101110011000100110001001110101011011101011011100110001001111001011010010100011101110110011100110110110101110010011110000110110101101011,Hamming,True,0.013333333333333334,wqvbujxpdsxevyzpyi3yombdomwdgufehxomusrdhzlnljmaacelxlmutvnbbumnbyiGvsmrxmk
iputvojfxkwn,F0110100101110000011101010111010001110111011011110110101001100110011110000110101101110111011011106049,Fletcher,True,0.013333333333333334,iputwojfxkwn
tcutucjajpgsfptjistxroiuogodeoeaskssxdigcareujznmnkcyceufuiihflgheeerxuepxxetgiaregzcxnbvolbmto,F011101000110001101110101011101000111010101100011011010100110000101101010011100000110011101110011011001100111000001110100011010100110100101110010011101000111100001110010011011110110110101110101011011110110011101101111011001000110010101101111011001010110000101110011011010110111001100110011011110000110010001101001011001110110001101100001011100100110010101110101011010100111101001101110011011010110111001101011011000110111100101100011011001010111010101100110011101010110100101101001011010000110011001101100011001110110110001100101011001010110010101110010011110000111010101100101011100000111100001111000011001010111010001100111011010011110000101110010011001010110011101111010011000110111100001101110011000100111011001101111011011000110001001101101011101000110111124a8,Fletcher,True,0.013333333333333334,tcutucjajpgsfptjirtxromuogodeoeasks3xdigcareujznmnkcyceufuiihflgleeerxuepxxetgiáregzcxnbvolbmto
rtzqienpwnvvfmzlzukjveokzysdkagddjoxjxhlccmuhavcqhokngkzxxaamrpfquqxykvkimeuzzenzwo,F01110010011101000111101001110001011010010110010101101110111100000111011101101110011101100111011001100110011011010111101001101100011110100111010101101011011010100111011001100101011011110110101101111010011110010111001101100100011010110110000101100111011001000110010001101010010011110111100001101010011110000110100001101100011000110110011101101101011101010110100001100001011101100110001101110001011010000110111101101011011011100110011101101011011110100111100001111000011000010110000101101101001100100111000001100110011100010111010101110001011110000111101101101011011101100110101101101001011011010110010101110101011110100111101001100101011011100111101001110111011011116f6f,Fletcher,True,0.01,rtzqienðwnvvfmzlzukjveokzysdkagddjOxjxhlcgmuhavcqhokngkzxxaam2pfquqx{kvkimeuzzenzwo
apmsqpnjibwhueiqchelxskq,H00011101000101101000001101101010110011011100010111000001101110001101010011010010110001001110111011010000111010101100101011010011011101010110001101101000011001010110100001111000011100110110101101110001,Hamming,True,0.01,apmsqpnjibwhueiuchehxskq
igidfvapabzqqbuqjncpqloecydsijwscedkjoynpqxqdswxgklfuufsdsfqmakipakpaxoobqsvpgxtl,F011010010110011101101001011001000110011001110110011000010111000001100001011000100111101001110001011100010110001001110101011100010110101001101110011000110111000001110001011011000110111101100101011000110111100101100100011100110110100101101010011101110111001101100010011001010110010001101011011010100110111101111001011011100111000001110001011110000111000101100100011100110111011101111000001001110110101101101100011001100111010101110101011001100111001101100100011100110110011001110001011011010110000101101011011010010111000001100001011010110111000001100001011110000110111101101111011000100111000101110011011101100111000001100111011110000111010001101100b750,Fletcher,True,0.02,igidfvapabzqqbuqjncpqloecydsijwsbedkjoynpqxqdswx'klfuufsdsfqmakipakpaxoobqsvpgxtl
lcvndbmxpmucrvwgsijpipkcuuzyueplihfilarghlygbrydqlmlxjwgkfmmfgf,H1001110011000111000110111011001010111001100000011000100110110101111100001110000011011010111010101100011011100100111011001110111001100111011100110110100101101010011100000110100101110000011010110110001101110101011101010111101001111001011101010110010101110000001101100011010010110100001100110011010010110110001100001011100100110011101101000011011000111100101100111011000100111001001111001011001000111100101101100001011010110110001111000111010100111011101100111011010110110011001101101011011010110011001100111011001110,Hamming,True,0.02,lcvn`bmxpmucrvwgsijpipkcuuzyueplihfilarghlygbryd9l-lxêwgkfmmfgf
lfgsnylszdzlzfokmkqq,F0110110001100110011001110111001101101110011110010110110001110011011110100110010001111010011011000111101000100110011011110110101101101101011010110111000101110001617a,Fletcher,True,0.04,lfgsnylszdzlz&okmkqq
ialhfpqqnhbclzskcsbcewerotyasetbvomzjkxwvrbozbvyfzvqmyqszkg,H1100110010010110000010110110001110100001100110011100000111000100111000101101110011010000110001001100011011011000111001001110011001101011011000110111001101100010011000110110010101111111011001010111001001101111011101000111100101100001011100110110010101110101001100010011101100110111101101101011110100110101001101011011110000111001101110110111100100110001001101111011110100110001001110110011110010110011001111010011101100111000101101101011110010111000101110011011110100110101101100111,Hamming,True,0.02,ialhfpqqnhbclrskcsbceerodyasetbvomzjkxsvòbozbvyfzvqmyqszkg
ymefqwcdoagintgkarsprliqbbnkgfwychbtyvllqqtxpkyjzfwopvkmduhoroehssddkjofphzrfckjhodyuxuwgyqqq,H1101111110010110011010110110101110011001110001011101110110001100110010001101111011000010110011101101001011011100111010001100111101111011011010010111001001110011011100000111001001101100011010010111000101100010011000100110111001101011011001110110011001110110101111001011000110110100001100010011101000111100101110110011011000110110001110001011100010111010001111000010100100110101101111001011010100111101001100110011101110110111101110000011101100110101101101101011001000111010101101000011011110111001001101111011000001011010000111001101110011011001010110010001101011011010100110111101100110011100000110100001111010011100100110011000100011011010100110101001101000011011110110010001111001011101010111100001110101011101110111011101111001011100010111000101110001,Hamming,True,0.02,ymmfqwcdoagintg{irsprliqbbnkgfwychbtyvllqqtxRkyjzfwopvkmduhoòoahssedkjofphzrf#jjhodyuxuwwyqqq
hqpaxgvnnwzahhwkunoriqzlbnbgujqcltdnzgtajstvcmvnwlbfyjzyrpzgkymcbbockexsougfxrhdordzdcconyuznwp,F011010000111000101110000011000010111100001100111011101100110111001101110011101110111101001100001011010000110100001110111011010110111010101101110011011110111001001101001011100010111101001101100111000100110111001100010011001110111010101101010011100110110001101101100011101000110010001101010011110100110011101110100011000010110101001110011011101000111011001100011011011010111011001101110011101110110110001100010011000100111100101001010011110100111100101110010011100000111101001100111011010110111100101101101011000110110001001100010011011110110001101101011011001010111100001110011011011110111010101100111011001100111100001110010011010000110010001101101011100100110010001111010011001000110001101100011011011110110111001111001011101010111101001101110011101110111000079b1,Fletcher,True,0.01,hqpaxgvnnwzahhwkunoriqzlânbgujscltdjzgtajstvcmvnwlbbyJzyrpzgkymcbbockexsougfxrhdmrdzdcconyuznwp
etxspjrayqigtcrcdkdxepxwwkcjqewrrgau,H000111010101011010100011110000111100110111000001101010011100100111000010111100101110001011010010110011101110100111000110111001000110001101000100010010110110010001111000011001010111000001111000011101110111011101101011011000110110101001110001011001010111011010111001001111010011001110110000101110101,Hamming,True,0.013333333333333334,etxspjraxqigtãrcDKdxepxwwkcjqewrzgat
plxalpizuekvceojlyyenvzqgjvqorrkuwsmeczniannveesyfghjyewrhrvftpaqemlyehhcdsadfjopqdlky,H01001110000001110110001111000011100001011011000111000001101001011111010011101010110010101101011011101100110001101100101011011111011010100110110001111001011110010110010101101110011101100111101001110001011001110110101001110110011100010110111101110010011100100011011110111010101110111011100110110110101100101011000110111101001101110011010010110000111101110011011100111011001100101011001010111001101111001011001100110011101111000011010100111100101100101011101110111001001101000011100100111011001100110011101000111001000110000101110001011001010110110101101100011110010110010101101000011010000110001001100100011100110110000101100100011001100110101001101111011100000111000101100100011011000110101101111001,Hamming,True,0.04,plxalpizuekvceojlyyenvzqgjvqorrowwsmeczniaînveesyfgxjyewrhrvftpaqemlyehhbdsadfjopqdlkx
vtixfwwbdhyrrzalgwjdlypsajynvktwycrlcfkmczmdxdpeu,F01110110011101000110100101111000011001100111011101110111011000100110010001101000011110010111001001110010011110100110000101101100011001110111011101101010011001000110110001111001011100000111001101100001011010100111100101101110011101100110101101110100011101110111100101100011011100100110110001100011011001100110001101100101011000110111101001101101011001000111100001101100011100000110010101110100019c,Fletcher,True,0.02,vtixfwwbdhyrrzalgwjdlypsajynvktwycrlcfceczmdxlpet
xpmyfccnhhwkxotlllvuizrh,F011110000111000001101101011110010110011001100011111000110110111001101000011010000111011101101011011110000110111101110100011011000110110001101100011101100111010101101001011110100111101001101000828b,Fletcher,True,0.02,xpmyfcãnhhwkxotlllvuizzh
ziwdnabsxtrwryxwf,F011110100110100101110111011001000110111001100001011000100111001101111000011101000111001001110111011100100111100101111000011101110110011079e4,Fletcher,False,0.01,ziwdnabsxtrwryxwf
rzpyaluhnrbfzanhvqjqoqbmlbxxraqhdoeaalzewmzydtmqlacxgkoulnwgbgqahpllzugaumlymfjujoynpucffxdd,F1111001001111010011100010111100101100001011011000111010101101000011011100111001001100010011001100111101001100001011011101110100011110110011100010110101001110001011011110111000101100010011011010110110001100010011110000111100001110010011000010111000101101000011001000110111101100101011000010110000101101100011110100110010101110011011011010111101001111001011001000111010001101101011100010110110001100001011000110111100001100111011010110110111101110101011011000110111001110111011001110110001001100111011100010110000101101000011100000110110001101100011110100111010101100111011000010111010101101101001011000111100101101101011001100110101001110101011010100110111101111001011011100111000001110101011000110110011001100110011110001110010001100100bc0f,Fletcher,True,0.01,"òzqyaluhnrbfzanèöqjqoqbmlbxxraqhdoeaalzesmzydtmqlacxgkoulnwgbgqahpllzugaum,ymfjujoynpucffxäd"
ojbdkhvxdtcnblaogaenxipa,H00011100111101110101001100010011100100011010110110100001110110011111000011001000111010001100011011111100110001001101100011000011011011110110011101100001011001010110111001111000011010010111000001100001,Hamming,True,0.01,ojbdkhvxdtcnblaogaenxipa
eakdphkqyqujdqensikztxnxneheckybebnlngtzjqqmvjandgfb,F011001010110000101101011011001000111000001101000011010110111000101111001011100010111010101101010011001000111000101100101011011100111001101101001011010110111101001110101011110000110111001111000011011100110010101101000011001010110001101001011011110010110001001100101011000100110111001101100011011100110011101110100011110101110101001110001011100010110110101110110011010100110000101101110011001000110011101100110011000101628,Fletcher,True,0.013333333333333334,eakdphkqyqujdqensikzuxnxnehecKybebnlngtzêqqmvjandgfb
isofydnfmbrsczodjvakftvgsqwxvecluhkdommkmpeenxyqfktqgjwzqzwrevbtfcumxagqbcuvvlccay,H100011001001011110011011011110101001100111100101100100011011100111001100110110101100010011100100111001101100011011110100110111110110010001101010011101100110000101101011011001100111010001100110011001110111001101110001011101110111100001110110011001010110001110110110001110101011010000110101101100100011011110110110101101101011010110110110101110000011001010110010101101110011110000111100101110000011001100110101101110100011100010110011101101010011101110111101001110001011110100111011101110010011001010111011001110011001110100011001100110001101110101011011010111100001100001011001110111000101100010011000110111010101110110011101100110110000101011011000110110100101111001,Hamming,True,0.01,isofydnfmbrsczodjvakftfgsqwxvecluhkdommkmpeenxypfktqgjwzqzwrevrtfcumxag1bcuvvl+ciy
oackyyvfenfr,F011011110110000101100011011010110111100101111001011101100110011001100101011011100110011001110010e348,Fletcher,False,0.04,oackyyvfenfr
benrqrebaaefsjvylkyfefhuwswlidhyfivo,F0110001001100101011011100111001001110001011100100110000101100010011000010110000101100111011001100111001101101010011101100111100101101100011010110111100101100110011001010110011001101000011101010111011101110011011101110110110001101001011001000110100001111001011001100110100101110110011011113bcf,Fletcher,True,0.04,benrqrabaagfsjvylkyfefhuwswlidhyfivo
vqaeidbihreybgnqqfxnyekdtflbjbfnnnwbxgbrqrlcjudtjqiaffdoxxuluzobfqm,F01110110011100010110000101100101011110010110010001100010011010010110100001110010011001010111100101100010011001110110111001110001011100010110011001111000011011100111100101100101011010110110010001110100011001100110110001100010011010100110001001100110011011100110111001101110011101110110001001111000011001110110001000110010011100010111001001101100011000110110101001110101011001000111010001101010011100010110100101100001011001100110011001100100011011110111100001111000011101010110110001110111011110100110111101100010011001100111000101111101c9f9,Fletcher,True,0.04,vqaeydbihreybgnqqfxnyekdtflbjbfnnnwbxgb2qrlcjudtjqiaffdoxxulwzobfq}
mcalhsffefnmmfqnpqkgdgvcrnkyoufsfbaqjuomzjlexhaqtnmagtfwoaup,F0110110101000011011000010110110001101000010100110110011101100110011001010110011001101110111011010110110101100110011100010110111001111000011100010110101101100111011001000110011101110110011000110111001001101110011010110111100101101111011101010110011001110011011001100110001001100001011100010110101001110101011011010100110101111010011010100110110001100101011110000110100001100001011100010111010001101110011011010110000101100111011101000110011001110111011011110110000101110101011100006f5e,Fletcher,True,0.013333333333333334,mCalhSgfefnímfqnxqkgdgvcrnkyoufsfbaqjumMzjlexhaqtnmagtfwoaup
swfmybxduaonfecfsleetqhcornsiezxcpvdywgczgpyshpvjuxizejdywpkoui,H0100111100110110101110110011001010110101111001011000100111100001110010001110101011010010110111101101110011001100110010101100011001100111011100110110110001100101011001010111010001110001011010000110001101101111011100100110111001110011011010010110010101111011001111000011000110111000101110110011101000111100101110111011001110110001101111010011001110111000001111001011100110110100001110000011101100110101001110101011110000110100101111010011001010110101001100100011110010111011101100000011010110110111101110101011010101,Hamming,True,0.013333333333333334,swfmybxduionfecgsleetqhcornsiezxcqvtywwczgpyshpvjuxizejdyw`koui
hwvkntahbptcsyrlwqkysyvcygwdwnymxwjrwxbvrs,F011010000111011101110110011010110110111001110100011010010110100011100010011100000111010001100011011100110111100101110010011011000111011101110001011010110111100101110011011110010111011001100011011110010110011101110111011001000111011101101110011110010110110101111000011101110110101001110010011101110111100001100010011101100111001001110011fafd,Fletcher,True,0.013333333333333334,hwvkntihâptcsyrlwqkysyvcygwdwnymxwjrwxbvrs
fpoxlpfuimuminvrrebeuupjixghjxnaemnqa,F011001100111000001101111011110000110110001110000001001100111010101101001011011010111010101101101011010010110111001110110011100100111001001100101011000100110010101110101011101010111000001101010011010010111100001100111111010000110101001111000011011100110000101100101011011010110111001110001011000017d53,Fletcher,True,0.02,fpoxlp&uimuminvrrebeuupjixgèjxnaemnqa
ddjlqcibbzmrknenwpsgjerpqbumihkndiehx,H10011100010001100010001101010010101100011100010110001101101001011100010011000100111101000101101011100100110101101101110001001011011011100111011101110000011100110110011101101010011001010111001001110000011100010110001001110101011011010110100101101000011010101011011100110010001101001011001010110100011111000,Hamming,True,0.01,ddjlqcibbz-rkn%nwpsgjerpqbumihknäiehø
ndcpdamnbfoin,H110111011110011000100011000110101100000110010001100001011011010111011100110001001100110011011110110100101101110,Hamming,True,0.02,ndcpdamnbfoin
ntinfygcmxdefdirguf,F0110111001110100011010010110111001100110011110010110011101100011011011010111100001100100011001010110011001100100011010010111001001100111011101010110011083ed,Fletcher,False,0.013333333333333334,ntinfygcmxdefdirguf
cnsqfpccmg,H000111000011011101110011100110101100010110011001110000011000110011000110110110101100111,Hamming,True,0.02,cnsqfpccmg
rmuoxhvwxkdnouciwvjxmgcnioogsutylbuc,F0111001001101101011101010110111101101000011000000111011001110111011110000110101101100100011011100110111101110101011000110110100101110111011101100110101001111000011011010110011101100011011011100110100101101111011011110110010101110011011101010111010001111001011011000110001001110101011000114dde,Fletcher,True,0.02,rmuoh`vwxkdnouciwvjxmgcniooesutylbuc
zhvslglsxxsniua,H1101111110100111010000111011001011001101101100011001110110110001111001101111000011110000111001101101110011010010011010101100001,Hamming,True,0.02,zhvslglsxxsniua
cakrprwmkkdeclvjlzozgiohnpkjqjieakoxooflvbiavlpkjehn,F011000110110000101101011011100100111000001110010011101110110110111101011011010110110010001100101011000110110110001110110011010100110110001111010011011110111101001100111011010010110111101101000011011100111000001101011011010100111000101101010011010011110010101100001011010110110111101111000011011110110111101100110011011000111011001100010011010010110000101110110011011000111000001101011011010100110010101101000011111100d30,Fletcher,True,0.01,cakrprwmëkdeclvjlzozgiohnpkjqjiåakoxooflvbiavlpkjeh~
qjddwqykwtmbqbufsdzdcywlocejaldudsgghjpekx,H110111110001011101010011001100111001000111011101110101011110010111010110111011101110100011001010110001001110001011000100011010110110011001110011011001000111101001100100011000110111100101110111011011000110111101100011011001010110101001100001011011000110010000111010101100100011100110110011101100111011010001110101001110000011001010110101101111000,Hamming,True,0.01,qjfdwuykwtebqb5fsdzdcywlocejaldudsgghêtekx
nceujeijkupvqrghxvz,H1100110111100110000110100010101011010101101010011001010110100101110101001101011011101010111000001110110011100010111001001100111101101000011110000111011001111010,Hamming,True,0.02,nceujeijkupvqrghxvz
ybsjaesdlfkoqgfbnfojedmpkblkgokxjggugtlipyhqvbbvg,H00001111100101110001001110011010101010011000010110010101110011001100100011011000110011001101011011011110111000101100111011001100011000100110111001100110110011110110101001100101011001000110110101110000011010110110001001101100011010110110011101101111011010111011110000110101001100111011001110111010101100111011101000110110001101001011100000111100101101000011100010111011001100010011000100111011001100111,Hamming,True,0.04,ybsjaesdlfkoqgfbnfÏjedmpkblkgokxjggugtlipyhqvbbvg
